"","vm1r","vm2r","vm1c","vm2c","rt","thr","activedurationvm1","avm1","bwrxvm1","bwtxvm1","uvm1","memcommitedvm1","memresidentvm1","netusagerxvm1","netusagetxvm1","qvm1","quvm1","queuestatusvm1","stealvm1","activedurationvm2","avm2","bwrxvm2","bwtxvm2","uvm2","memcommitedvm2","memresidentvm2","netusagerxvm2","netusagetxvm2","qvm2","quvm2","queuestatusvm2","stealvm2"
105,10,10,100,100,4810.95,27.91,0.99,0.32,14743251.39,14491012.22,0.03,18.93,0.00,114.17,110.65,138936.23,0.27,0.13,0.03,0.96,0.42,10935458.73,11186668.43,0.03,23.24,0.00,83.52,84.60,63512.11,0.27,0.04,0.10
106,10,10,100,100,5008.00,29.00,1.00,0.32,15045350.97,15154578.79,0.03,19.30,0.00,114.52,115.34,141954.50,0.28,0.14,0.03,1.00,0.42,11442083.97,11524173.11,0.03,23.44,0.00,87.08,87.68,64053.44,0.28,0.04,0.10
107,10,50,10,10,6981.41,27.68,1.37,0.28,4353065.42,4322056.88,0.21,19.17,0.00,32.53,33.44,768.89,0.02,0.05,0.06,2.03,0.63,2580323.92,2638465.62,0.23,22.80,0.00,19.24,19.82,0.00,0.00,0.00,0.00
108,10,50,10,10,7047.00,28.00,1.39,0.28,4487813.83,4517133.78,0.23,19.58,0.00,33.94,34.17,788.94,0.02,0.05,0.06,2.07,0.64,2694581.29,2706397.21,0.23,23.21,0.00,20.25,20.39,0.00,0.00,0.00,0.00
109,10,50,10,10,6550.22,27.03,1.92,0.35,9490263.44,9501112.29,0.21,19.47,0.00,71.54,72.91,9945.23,0.09,0.03,0.06,2.82,0.88,5399866.13,5601948.72,0.23,22.79,0.00,42.64,42.89,0.00,0.00,0.00,0.07
110,10,50,10,10,6779.00,28.00,1.94,0.37,9561102.76,9630384.53,0.21,19.53,0.00,72.59,73.06,10054.35,0.09,0.03,0.06,2.96,0.89,5643321.81,5677427.11,0.23,23.21,0.00,42.78,43.07,0.00,0.00,0.00,0.07
111,10,50,10,10,6069.75,28.83,1.53,0.36,11220536.59,11220984.57,0.22,18.81,0.00,87.09,87.09,3024.19,0.04,0.03,0.04,1.82,0.49,8870137.20,8870102.61,0.21,21.76,0.00,66.85,68.01,0.00,0.00,0.00,0.07
112,10,50,10,10,6316.00,29.00,1.57,0.37,11542370.43,11629780.43,0.23,19.59,0.00,87.67,88.38,3125.55,0.04,0.04,0.04,1.84,0.51,9112154.48,9172951.68,0.22,22.85,0.00,69.16,69.76,0.00,0.00,0.00,0.08
113,10,50,10,10,6103.77,27.03,2.43,0.61,13474099.82,13467673.91,0.26,18.50,0.00,105.07,105.44,3409.57,0.07,-0.09,0.11,1.91,0.51,12323478.80,12574238.07,0.21,22.86,0.00,92.86,96.58,0.00,0.00,0.00,0.00
114,10,50,10,10,6220.00,28.00,2.43,0.62,14025500.26,14133215.48,0.27,19.30,0.00,106.65,107.48,3485.55,0.07,-0.09,0.12,1.96,0.52,12685385.42,12773604.21,0.21,22.92,0.00,96.54,97.25,0.00,0.00,0.00,0.00
115,10,50,10,10,5902.89,27.97,4.44,0.95,20623371.41,20832698.47,0.22,19.42,0.00,161.12,158.52,19402.62,0.10,0.00,0.08,2.06,0.61,14101992.70,14116464.17,0.21,22.78,0.00,102.96,107.88,0.00,0.00,0.00,0.00
116,10,50,10,10,6093.00,28.00,4.53,0.96,21247476.89,21411560.53,0.23,19.50,0.00,161.74,162.95,19446.08,0.10,0.00,0.08,2.07,0.62,14111112.67,14211615.89,0.21,23.11,0.00,107.41,108.15,0.00,0.00,0.00,0.00
117,10,50,10,50,5082.36,29.92,2.18,0.57,3224433.82,3293635.89,0.25,18.93,0.00,24.75,24.90,22281.32,0.10,-0.15,0.08,0.98,0.36,2360520.66,2376974.13,0.04,22.79,0.00,17.87,18.47,0.00,0.00,0.00,0.00
118,10,50,10,50,5312.00,30.00,2.21,0.59,3354213.83,3368583.62,0.26,19.48,0.00,25.25,25.42,22578.93,0.10,-0.15,0.08,1.00,0.37,2460402.03,2475227.21,0.04,23.26,0.00,18.52,18.64,0.00,0.00,0.00,0.00
119,10,50,10,50,4629.52,27.57,3.35,0.79,7603403.84,7731399.70,0.28,18.90,0.00,57.65,57.31,42261.82,0.20,0.01,0.00,0.98,0.35,4973856.43,4991107.96,0.03,22.70,0.00,36.55,37.49,0.00,0.00,0.00,0.03
120,10,50,10,50,4857.00,29.00,3.43,0.80,7752001.14,7799468.14,0.28,19.36,0.00,58.86,59.14,42896.36,0.20,0.01,0.00,1.00,0.37,4977287.61,5011264.33,0.03,23.15,0.00,37.73,38.03,0.00,0.00,0.00,0.03
121,10,50,10,50,5129.82,27.56,1.72,0.40,11577721.56,11250039.40,0.22,18.58,0.00,84.45,84.40,50273.55,0.16,-0.07,0.04,0.97,0.32,8085052.57,7892607.01,0.04,22.01,0.00,59.30,60.15,0.00,0.00,0.00,0.03
122,10,50,10,50,5372.00,29.00,1.76,0.41,11582258.10,11659216.10,0.22,19.45,0.00,87.95,88.62,51651.70,0.17,-0.07,0.04,1.00,0.33,8191104.67,8249312.57,0.04,23.00,0.00,62.23,62.67,0.00,0.00,0.00,0.03
123,10,50,10,50,5357.96,27.80,2.86,0.71,14680071.32,14125325.39,0.25,19.27,0.00,109.46,110.43,35288.66,0.16,-0.01,0.13,0.96,0.33,10658664.08,10793556.78,0.04,22.75,0.00,82.74,83.63,0.00,0.00,0.00,0.16
124,10,50,10,50,5408.00,29.00,2.95,0.72,14737387.91,14840533.50,0.26,19.32,0.00,112.14,112.86,36624.06,0.16,-0.01,0.14,1.00,0.33,10921231.97,11001046.20,0.04,22.77,0.00,83.17,83.73,0.00,0.00,0.00,0.17
125,10,50,10,50,4956.94,29.30,2.13,0.51,17919561.63,18030721.46,0.23,18.98,0.00,138.32,135.17,46722.68,0.18,-0.06,0.08,0.97,0.35,11945877.95,12366667.53,0.03,22.35,0.00,94.58,92.45,0.00,0.00,0.00,0.06
126,10,50,10,50,5099.00,30.00,2.18,0.53,18453143.59,18585869.36,0.23,19.59,0.00,140.45,141.50,48532.85,0.19,-0.06,0.09,1.00,0.37,12435225.21,12527492.15,0.04,23.32,0.00,94.64,95.33,0.00,0.00,0.00,0.06
127,10,50,10,100,4931.39,28.76,2.75,0.62,3976985.69,4165148.24,0.26,18.91,0.00,30.64,31.20,57517.64,0.18,0.06,0.04,0.98,0.43,2078128.55,2062688.59,0.03,23.04,0.00,14.99,15.50,0.00,0.00,0.00,0.05
128,10,50,10,100,4942.00,29.00,2.85,0.63,4163632.40,4187417.00,0.27,19.50,0.00,31.50,31.65,59652.43,0.19,0.06,0.05,1.00,0.44,2098861.25,2111887.55,0.03,23.50,0.00,15.72,15.85,0.00,0.00,0.00,0.05
129,10,50,10,100,5272.24,28.27,1.61,0.42,6798193.39,6747966.35,0.24,18.90,0.00,50.07,51.29,13488.19,0.10,-0.21,0.11,0.96,0.36,4842263.30,4784095.99,0.03,22.97,0.00,36.04,35.96,0.00,0.00,0.00,0.06
130,10,50,10,100,5501.00,29.00,1.62,0.43,6818543.00,6865223.75,0.24,19.52,0.00,51.67,52.08,13755.41,0.10,-0.21,0.11,1.00,0.38,4865416.71,4899067.53,0.03,23.14,0.00,36.91,37.18,0.00,0.00,0.00,0.06
131,10,50,10,100,4785.51,27.82,2.21,0.53,10899462.90,11206373.71,0.25,18.97,0.00,84.17,82.36,47504.81,0.17,-0.08,0.00,0.98,0.37,7005146.86,7309462.46,0.03,22.18,0.00,55.26,55.72,0.00,0.00,0.00,0.09
132,10,50,10,100,4987.00,29.00,2.23,0.54,11134089.59,11213276.36,0.25,19.41,0.00,84.64,85.32,48229.24,0.18,-0.08,0.00,1.00,0.38,7278523.09,7330313.32,0.03,23.15,0.00,55.35,55.74,0.00,0.00,0.00,0.09
133,10,50,10,100,5071.83,28.92,1.75,0.43,14242604.13,14453846.95,0.26,18.84,0.00,108.57,110.64,47716.17,0.15,-0.03,0.04,0.96,0.36,9356149.17,9316922.43,0.03,22.31,0.00,73.32,71.10,0.00,0.00,0.00,0.00
134,10,50,10,100,5083.00,30.00,1.82,0.44,14857000.95,14959751.95,0.26,19.50,0.00,113.09,113.86,48062.23,0.16,-0.03,0.04,1.00,0.38,9712959.18,9783696.76,0.03,23.18,0.00,73.91,74.50,0.00,0.00,0.00,0.00
135,10,50,10,100,5122.64,28.17,1.98,0.48,18340218.97,18084896.85,0.23,18.78,0.00,134.71,141.91,24098.30,0.17,-0.14,0.04,0.99,0.33,13343154.15,13726586.15,0.03,23.02,0.00,104.35,104.84,0.00,0.00,0.00,0.00
136,10,50,10,100,5381.00,29.00,2.00,0.49,18550191.95,18683218.59,0.24,19.36,0.00,141.18,142.27,24622.47,0.18,-0.14,0.04,1.00,0.33,13737266.30,13839085.37,0.03,23.06,0.00,104.57,105.33,0.00,0.00,0.00,0.00
137,10,50,50,10,5457.98,26.61,0.96,0.32,2827980.98,2881316.60,0.04,19.06,0.00,21.36,21.42,22910.81,0.19,-0.02,0.10,2.25,0.74,2624635.22,2599279.45,0.21,22.14,0.00,19.79,20.39,0.00,0.00,0.00,0.06
138,10,50,50,10,5650.00,28.00,1.00,0.33,2889563.57,2906325.20,0.04,19.37,0.00,21.73,21.77,23714.38,0.19,-0.02,0.10,2.31,0.74,2710229.41,2726135.00,0.22,23.28,0.00,20.45,20.62,0.00,0.00,0.00,0.06
139,10,50,50,10,5388.02,26.84,0.99,0.23,8122388.46,8053510.84,0.04,18.82,0.00,61.86,62.21,766.82,0.02,-0.02,0.00,4.31,0.96,4808514.95,4812194.66,0.25,22.94,0.00,35.91,36.94,0.00,0.00,0.00,0.03
140,10,50,50,10,5567.00,28.00,1.00,0.23,8214469.71,8269938.00,0.04,19.55,0.00,62.38,62.86,803.12,0.02,-0.02,0.00,4.31,1.00,4855014.75,4887345.16,0.27,23.66,0.00,36.69,37.03,0.00,0.00,0.00,0.03
141,10,50,50,10,5709.07,28.72,0.96,0.26,10464310.32,10804278.05,0.04,19.17,0.00,81.39,80.03,7831.28,0.13,-0.10,0.00,2.04,0.72,7028559.14,6819217.87,0.23,22.97,0.00,52.69,53.71,0.00,0.00,0.00,0.03
142,10,50,50,10,5918.00,29.00,1.00,0.27,10816930.29,10887993.00,0.04,19.48,0.00,82.21,82.79,7973.07,0.13,-0.11,0.00,2.06,0.76,7076016.64,7126330.45,0.24,23.39,0.00,53.67,54.09,0.00,0.00,0.00,0.03
143,10,50,50,10,5398.60,28.80,0.96,0.29,12564994.13,12839002.03,0.05,18.98,0.00,95.36,95.36,42314.67,0.21,-0.01,0.00,2.43,0.76,10541998.08,10335052.50,0.25,22.34,0.00,80.38,79.45,0.00,0.00,0.00,0.03
144,10,50,50,10,5554.00,29.00,1.00,0.30,12837295.74,12925548.59,0.05,19.44,0.00,97.63,98.30,43650.25,0.21,-0.01,0.00,2.48,0.80,10794609.17,10873213.10,0.26,23.50,0.00,82.07,82.69,0.00,0.00,0.00,0.03
145,10,50,50,10,5438.33,27.74,0.97,0.27,17555264.56,17752046.93,0.03,19.16,0.00,136.27,132.69,55936.49,0.21,-0.06,0.04,2.45,0.82,13507840.65,13245675.01,0.26,22.74,0.00,99.15,102.20,0.00,0.00,0.00,0.03
146,10,50,50,10,5519.00,29.00,1.00,0.27,18084988.08,18207686.96,0.03,19.50,0.00,137.58,138.58,57229.67,0.21,-0.06,0.04,2.55,0.82,13522737.83,13622328.76,0.27,23.17,0.00,102.93,103.66,0.00,0.00,0.00,0.03
147,10,50,50,50,4658.46,28.96,0.96,0.31,2969291.72,2887161.19,0.04,18.74,0.00,22.57,21.92,201520.02,0.25,0.09,0.07,0.96,0.43,2159815.77,2213880.85,0.04,23.26,0.00,16.51,16.08,0.00,0.00,0.00,0.00
148,10,50,50,50,4829.00,30.00,1.00,0.32,3022908.00,3034586.28,0.04,19.31,0.00,22.79,22.86,208200.11,0.26,0.10,0.07,1.00,0.43,2238687.54,2252123.15,0.04,23.28,0.00,16.85,16.90,0.00,0.00,0.00,0.00
149,10,50,50,50,4718.94,29.18,0.95,0.32,5814963.69,5858574.83,0.04,19.15,0.00,45.70,43.71,213323.43,0.26,0.11,0.00,0.98,0.42,4291814.21,4469642.34,0.03,22.82,0.00,32.41,33.39,0.00,0.00,0.00,0.10
150,10,50,50,50,4939.00,30.00,1.00,0.32,6041782.24,6068345.41,0.04,19.31,0.00,45.83,46.00,215899.84,0.27,0.12,0.00,1.00,0.43,4469488.82,4500056.82,0.03,23.46,0.00,33.87,34.05,0.00,0.00,0.00,0.10
151,10,50,50,50,4751.97,28.09,0.95,0.32,8777435.68,8838569.69,0.04,19.20,0.00,66.59,66.75,196913.66,0.26,0.09,0.03,1.00,0.38,7213826.98,7168676.63,0.05,22.45,0.00,54.07,52.56,0.00,0.00,0.00,0.03
152,10,50,50,50,4966.00,29.00,1.00,0.32,9023744.72,9068713.00,0.04,19.40,0.00,68.59,68.90,205878.03,0.27,0.09,0.03,1.00,0.40,7230202.75,7280995.47,0.05,23.32,0.00,54.89,55.28,0.00,0.00,0.00,0.03
153,10,50,50,50,5194.48,27.88,0.96,0.32,11508105.17,11916653.01,0.04,18.39,0.00,89.86,90.47,202772.93,0.26,0.09,0.17,0.98,0.42,8488828.40,8560053.97,0.05,22.41,0.00,66.96,67.43,0.00,0.00,0.00,0.07
154,10,50,50,50,5273.00,29.00,1.00,0.32,11999861.17,12059314.90,0.04,19.31,0.00,91.21,91.62,204104.71,0.27,0.10,0.17,1.00,0.43,8871012.56,8934468.51,0.05,23.44,0.00,67.46,67.87,0.00,0.00,0.00,0.08
155,10,50,50,50,4821.85,28.71,0.97,0.31,14844972.64,14574405.33,0.04,19.39,0.00,112.36,112.70,217587.95,0.25,0.03,0.03,0.99,0.41,11194767.32,11030143.40,0.04,23.27,0.00,85.31,85.64,0.00,0.00,0.00,0.05
156,10,50,50,50,4932.00,30.00,1.00,0.32,15018012.66,15086127.21,0.04,19.45,0.00,114.28,114.79,220993.43,0.26,0.03,0.03,1.00,0.42,11389860.89,11472186.05,0.04,23.38,0.00,86.63,87.29,0.00,0.00,0.00,0.05
157,10,50,50,100,4799.23,28.85,0.95,0.32,2897205.38,2882308.19,0.05,18.78,0.00,21.85,22.38,200122.33,0.25,0.11,0.07,0.96,0.42,2177048.40,2225948.87,0.03,22.42,0.00,16.17,16.15,0.00,0.00,0.00,0.13
158,10,50,50,100,4911.00,29.00,1.00,0.32,2999233.17,3018544.31,0.05,19.40,0.00,22.62,22.72,207007.95,0.27,0.12,0.07,1.00,0.43,2218531.46,2231682.72,0.03,23.38,0.00,16.64,16.79,0.00,0.00,0.00,0.13
159,10,50,50,100,5377.84,28.37,0.99,0.28,6401821.77,6519634.42,0.04,18.60,0.00,48.90,50.14,232099.55,0.25,0.08,0.07,0.97,0.43,4420188.71,4254868.61,0.03,23.27,0.00,32.63,33.47,0.00,0.00,0.00,0.05
160,10,50,50,100,5395.00,29.00,1.00,0.29,6689757.27,6726448.77,0.04,19.35,0.00,50.69,51.00,240361.79,0.27,0.09,0.08,1.00,0.43,4428562.56,4458548.00,0.03,23.38,0.00,33.59,33.77,0.00,0.00,0.00,0.05
161,10,50,50,100,5112.97,26.83,1.00,0.32,8759844.84,9028903.65,0.05,18.57,0.00,67.98,65.94,209010.11,0.24,0.11,0.00,0.96,0.42,6478683.11,6395719.82,0.03,22.96,0.00,50.33,48.14,0.00,0.00,0.00,0.03
162,10,50,50,100,5224.00,28.00,1.00,0.32,8974575.79,9029429.86,0.05,19.28,0.00,68.17,68.59,217378.40,0.26,0.12,0.00,1.00,0.43,6632277.46,6678640.95,0.03,23.38,0.00,50.33,50.64,0.00,0.00,0.00,0.03
163,10,50,50,100,4562.16,29.79,0.96,0.31,11453078.04,11609421.48,0.04,18.66,0.00,89.97,90.34,217880.14,0.27,0.14,0.10,0.98,0.38,9371875.56,9416957.58,0.03,23.10,0.00,72.56,73.58,0.00,0.00,0.00,0.08
164,10,50,50,100,4723.00,30.00,1.00,0.32,12000050.93,12070713.72,0.05,19.30,0.00,91.24,91.76,219863.27,0.28,0.14,0.10,1.00,0.40,9607439.83,9676539.03,0.03,23.33,0.00,73.08,73.61,0.00,0.00,0.00,0.08
165,10,50,50,100,5218.83,27.81,0.96,0.32,14746905.33,14335227.61,0.04,18.80,0.00,113.16,109.12,192307.92,0.26,0.03,0.03,0.96,0.43,10820380.23,10896574.72,0.03,22.28,0.00,81.14,84.69,0.00,0.00,0.00,0.02
166,10,50,50,100,5252.00,29.00,1.00,0.32,14988470.07,15076419.07,0.04,19.31,0.00,114.07,114.69,194024.53,0.27,0.03,0.03,1.00,0.43,11079027.08,11159293.97,0.03,23.41,0.00,84.28,84.87,0.00,0.00,0.00,0.03
167,10,50,100,10,5702.10,26.63,0.99,0.22,3992586.00,4060244.08,0.03,19.24,0.00,30.85,30.05,14230.57,0.14,-0.08,0.00,2.80,0.96,2376102.53,2388006.93,0.25,23.55,0.00,17.59,17.97,0.00,0.00,0.00,0.08
168,10,50,100,10,5740.00,28.00,1.00,0.23,4126701.14,4138294.86,0.03,19.55,0.00,31.19,31.29,14736.05,0.14,-0.08,0.00,2.94,1.00,2421966.19,2436001.91,0.25,23.58,0.00,18.16,18.34,0.00,0.00,0.00,0.08
169,10,50,100,10,5465.12,28.59,0.96,0.29,6378449.48,6148161.48,0.03,19.12,0.00,47.38,47.54,13437.53,0.19,0.05,0.11,4.04,0.96,5086294.59,5177409.38,0.27,22.26,0.00,38.11,39.39,0.00,0.00,0.00,0.00
170,10,50,100,10,5662.00,29.00,1.00,0.30,6426175.26,6460512.63,0.03,19.32,0.00,48.67,48.89,13478.70,0.19,0.05,0.11,4.07,1.00,5221485.00,5256111.97,0.28,23.35,0.00,39.50,39.87,0.00,0.00,0.00,0.00
171,10,50,100,10,5611.33,27.73,0.96,0.23,11984468.55,11824544.07,0.03,19.28,0.00,90.22,94.43,16576.47,0.19,-0.10,0.04,2.76,0.97,7083007.45,7054753.97,0.23,22.62,0.00,53.89,54.01,0.00,0.00,0.00,0.15
172,10,50,100,10,5768.00,28.00,1.00,0.23,12367167.00,12435819.29,0.03,19.59,0.00,94.10,94.62,17291.70,0.19,-0.10,0.04,2.78,0.99,7318492.75,7369870.22,0.24,23.42,0.00,55.50,55.97,0.00,0.00,0.00,0.15
173,10,50,100,10,5978.89,26.62,0.99,0.26,14034793.32,14293277.16,0.03,18.74,0.00,109.13,105.06,63809.20,0.20,-0.02,0.04,2.19,0.69,10358937.75,10381229.95,0.21,22.30,0.00,80.49,82.20,0.00,0.00,0.00,0.03
174,10,50,100,10,6118.00,28.00,1.00,0.27,14396353.62,14484582.25,0.03,19.48,0.00,109.46,110.21,63917.51,0.21,-0.02,0.04,2.24,0.72,10769148.90,10846252.21,0.22,23.47,0.00,81.97,82.52,0.00,0.00,0.00,0.03
175,10,50,100,10,5321.53,28.42,0.96,0.23,19753226.48,19734432.24,0.03,18.80,0.00,149.05,156.64,83559.91,0.22,0.04,0.05,1.73,0.54,13087483.25,13564540.87,0.17,23.36,0.00,101.41,101.64,0.00,0.00,0.00,0.08
176,10,50,100,10,5519.00,29.00,1.00,0.23,20592497.67,20724713.90,0.03,19.45,0.00,156.81,157.86,85929.07,0.23,0.04,0.05,1.76,0.57,13526289.48,13623941.21,0.18,23.40,0.00,102.93,103.66,0.00,0.00,0.00,0.09
177,10,50,100,50,4753.55,28.54,0.95,0.31,2926775.60,2940049.44,0.03,18.62,0.00,21.74,22.82,219844.07,0.26,0.09,0.00,0.97,0.41,2189288.61,2212389.64,0.04,23.16,0.00,16.53,17.12,0.00,0.00,0.00,0.05
178,10,50,100,50,4911.00,29.00,1.00,0.32,3016124.24,3033888.14,0.03,19.45,0.00,22.72,22.83,221451.83,0.27,0.09,0.00,1.00,0.42,2291021.55,2304899.39,0.04,23.38,0.00,17.21,17.32,0.00,0.00,0.00,0.05
179,10,50,100,50,5001.71,28.54,0.97,0.32,5822673.29,6034807.11,0.03,18.49,0.00,43.72,44.11,195280.99,0.26,0.11,0.03,1.00,0.41,4469531.30,4561152.40,0.03,22.26,0.00,32.83,33.69,0.00,0.00,0.00,0.00
180,10,50,100,50,5207.00,29.00,1.00,0.32,6016194.34,6048258.72,0.03,19.30,0.00,45.62,45.79,203457.19,0.27,0.12,0.03,1.00,0.42,4565020.24,4595553.84,0.03,23.41,0.00,34.55,34.82,0.00,0.00,0.00,0.00
181,10,50,100,50,5103.55,28.63,1.00,0.32,8625378.89,8676613.17,0.03,18.60,0.00,67.06,65.59,194195.47,0.25,0.05,0.00,0.96,0.40,6845277.77,6865106.98,0.03,22.51,0.00,50.02,50.87,0.00,0.00,0.00,0.03
182,10,50,100,50,5158.00,30.00,1.00,0.32,9044348.55,9083119.41,0.03,19.50,0.00,68.76,69.00,197521.91,0.27,0.05,0.00,1.00,0.42,6853241.61,6901533.11,0.03,23.51,0.00,52.03,52.37,0.00,0.00,0.00,0.03
183,10,50,100,50,4625.82,28.76,0.97,0.32,11480787.87,11709012.98,0.03,19.23,0.00,89.35,88.67,214559.59,0.25,0.11,0.03,0.99,0.42,8862250.01,8598592.22,0.05,23.38,0.00,67.59,68.02,0.00,0.00,0.00,0.08
184,10,50,100,50,4726.00,30.00,1.00,0.32,12050619.48,12106035.97,0.03,19.28,0.00,91.69,92.07,220591.34,0.26,0.12,0.03,1.00,0.43,8901449.77,8965212.85,0.06,23.38,0.00,67.67,68.13,0.00,0.00,0.00,0.08
185,10,50,100,50,4760.03,29.78,0.96,0.32,14778883.45,14817186.23,0.03,19.06,0.00,112.22,113.54,196230.74,0.26,-0.03,0.03,0.99,0.41,10919499.73,11253497.94,0.04,23.09,0.00,85.18,87.03,0.00,0.00,0.00,0.03
186,10,50,100,50,4979.00,30.00,1.00,0.32,15077883.97,15137760.72,0.03,19.48,0.00,114.79,115.24,204267.21,0.27,-0.03,0.03,1.00,0.42,11423264.58,11506307.47,0.04,23.49,0.00,86.89,87.53,0.00,0.00,0.00,0.03
187,10,50,100,100,4692.71,28.67,0.96,0.31,2908710.57,2988170.67,0.03,18.92,0.00,22.09,22.16,214060.80,0.26,0.11,0.03,0.96,0.42,2194719.59,2173528.71,0.02,23.05,0.00,16.56,16.45,0.00,0.00,0.00,0.00
188,10,50,100,100,4901.00,30.00,1.00,0.32,3029802.79,3039924.55,0.03,19.31,0.00,22.79,22.90,218760.93,0.27,0.12,0.03,1.00,0.43,2232789.38,2246201.36,0.03,23.41,0.00,16.77,16.87,0.00,0.00,0.00,0.00
189,10,50,100,100,4733.57,29.97,0.97,0.32,6012717.45,6011451.64,0.03,19.11,0.00,43.78,45.45,200597.64,0.26,0.07,0.07,0.98,0.42,4424489.24,4310415.28,0.03,22.99,0.00,32.94,33.45,0.00,0.00,0.00,0.03
190,10,50,100,100,4750.00,30.00,1.00,0.32,6048567.86,6071769.24,0.03,19.40,0.00,45.83,46.03,206295.27,0.27,0.07,0.07,1.00,0.43,4462235.56,4493092.31,0.03,23.41,0.00,33.79,34.03,0.00,0.00,0.00,0.03
191,10,50,100,100,4849.72,29.97,0.98,0.32,8889359.19,8870223.00,0.03,18.63,0.00,67.08,66.46,224634.38,0.25,0.09,0.14,0.98,0.42,6400669.30,6499680.18,0.03,23.07,0.00,50.63,48.75,0.00,0.00,0.00,0.07
192,10,50,100,100,5014.00,30.00,1.00,0.32,9060821.59,9103331.90,0.03,19.30,0.00,68.86,69.21,232517.85,0.27,0.09,0.14,1.00,0.43,6691518.13,6738938.92,0.03,23.38,0.00,50.87,51.15,0.00,0.00,0.00,0.08
193,10,50,100,100,4732.82,29.87,0.97,0.31,11977784.45,12026183.14,0.03,19.39,0.00,87.68,91.60,214703.90,0.26,0.09,0.03,0.99,0.43,8730031.95,8786996.83,0.03,22.59,0.00,67.26,65.62,0.00,0.00,0.00,0.10
194,10,50,100,100,4917.00,30.00,1.00,0.32,12082353.07,12131188.28,0.03,19.40,0.00,91.93,92.28,224167.29,0.27,0.09,0.04,1.00,0.43,8917652.97,8981172.03,0.03,23.44,0.00,67.79,68.31,0.00,0.00,0.00,0.11
195,10,50,100,100,5393.53,28.33,0.98,0.32,14854109.39,14650031.06,0.03,18.71,0.00,110.10,110.11,210476.46,0.25,0.09,0.07,0.97,0.43,10701742.69,10784944.23,0.03,22.53,0.00,80.85,81.53,0.00,0.00,0.00,0.10
196,10,50,100,100,5489.00,29.00,1.00,0.32,15080921.31,15127567.55,0.03,19.30,0.00,114.79,115.10,217452.15,0.27,0.09,0.07,1.00,0.43,11112081.23,11192059.41,0.03,23.49,0.00,84.56,85.15,0.00,0.00,0.00,0.10
197,10,100,10,10,6920.48,27.20,3.08,0.68,3895246.53,3903268.57,0.26,19.32,0.00,30.17,29.22,1216.16,0.03,-0.12,0.04,3.54,0.97,2153028.27,2181652.54,0.24,23.66,0.00,16.21,16.33,0.00,0.00,0.00,0.14
198,10,100,10,10,6984.00,28.00,3.10,0.69,4035634.00,4042217.05,0.27,19.40,0.00,30.50,30.50,1266.71,0.03,-0.13,0.05,3.70,1.00,2229444.61,2233321.12,0.25,23.73,0.00,16.64,16.82,0.00,0.00,0.00,0.15
199,10,100,10,10,6109.01,27.11,2.93,0.57,9425795.19,9525304.65,0.29,19.04,0.00,69.50,70.79,10670.22,0.08,0.07,0.00,2.95,0.81,6028863.99,5874730.00,0.23,22.87,0.00,44.38,45.85,0.00,0.00,0.00,0.04
200,10,100,10,10,6367.00,28.00,3.06,0.58,9551857.29,9593714.29,0.31,19.67,0.00,72.53,73.00,11133.61,0.08,0.07,0.00,2.96,0.82,6044968.88,6071812.72,0.25,23.15,0.00,45.88,46.08,0.00,0.00,0.00,0.04
201,10,100,10,10,5952.13,26.65,1.76,0.38,12786661.49,12661055.85,0.24,19.28,0.00,95.84,97.22,597.94,0.01,0.01,0.00,3.22,0.97,7224727.85,7499179.18,0.26,23.31,0.00,55.03,55.46,0.00,0.00,0.00,0.03
202,10,100,10,10,6071.00,28.00,1.84,0.39,12813074.58,12879172.00,0.25,19.75,0.00,97.42,97.95,619.79,0.01,0.01,0.00,3.37,1.00,7529272.57,7567013.57,0.27,23.35,0.00,57.10,57.40,0.00,0.00,0.00,0.03
203,10,100,10,10,5917.06,27.41,2.43,0.57,14678712.67,14090568.56,0.27,19.52,0.00,111.34,109.54,1145.23,0.02,0.06,0.04,1.77,0.57,10667730.11,10717501.33,0.21,22.85,0.00,79.98,81.76,0.00,0.00,0.00,0.00
204,10,100,10,10,6049.00,28.00,2.45,0.60,14738831.18,14819644.23,0.27,19.64,0.00,112.00,112.77,1182.72,0.02,0.07,0.04,1.86,0.58,10788307.96,10845670.54,0.22,23.00,0.00,82.04,82.54,0.00,0.00,0.00,0.00
205,10,100,10,10,5628.76,28.16,3.26,0.70,20208829.64,19545864.60,0.25,18.93,0.00,151.29,153.01,5995.14,0.12,0.04,0.00,2.14,0.59,15169423.88,14685493.75,0.22,23.02,0.00,114.28,115.48,0.00,0.00,0.00,0.07
206,10,100,10,10,5659.00,29.00,3.30,0.73,20275635.15,20392161.00,0.26,19.40,0.00,154.30,155.30,6243.23,0.12,0.05,0.00,2.16,0.60,15196281.52,15280488.88,0.22,23.04,0.00,115.72,116.32,0.00,0.00,0.00,0.07
207,10,100,10,50,5203.42,27.82,2.58,0.68,3235444.80,3244325.80,0.22,18.73,0.00,25.25,24.24,10553.57,0.08,-0.34,0.04,0.98,0.33,2717379.02,2612400.73,0.04,22.66,0.00,19.47,20.05,0.00,0.00,0.00,0.00
208,10,100,10,50,5273.00,29.00,2.62,0.70,3362957.42,3375062.38,0.23,19.29,0.00,25.38,25.46,10980.86,0.08,-0.34,0.04,1.00,0.33,2722848.83,2732901.53,0.04,23.00,0.00,20.47,20.60,0.00,0.00,0.00,0.00
